Record_ID,Year,Region,District,Commodity,Commodity_Category,Farm_Size_Ha,Area_Harvested_Ha,Production_MT,Yield_MT_per_Ha,Farmers_Count,Farmgate_Price_UGX_per_Kg,Estimated_Production_Value_UGX,Input_Cost_UGX,Estimated_Profit_UGX,Profit_Margin_Percent,Export_Volume_MT,Export_Value_USD,Export_Value_UGX,Export_Price_USD_per_MT,Import_Volume_MT,Import_Value_USD,Import_Price_USD_per_MT,Trade_Balance_USD,Export_Share_Percent,Global_Demand_Index,Employment_Estimate,Processing_Level,Value_Addition_Index,Market_Access_Index,Input_Cost_Index,Infrastructure_Index,Rainfall_Index,Climate_Risk_Index,Post_Harvest_Loss_Percent,Access_to_Finance_Index,Data_Status,Source_Basis
UAB-103101,2023,Western,Fort Portal,Cocoa,Export Cash Crops,5.45,4.46,3.48,0.78,9,12603,43858440,20681378,19995132,45.59,3.41,16837.56,64319479,4937.7,0.02,106.89,5344.62,16730.67,98.0,140,16,Semi-Processed Liquor,70,66,150,52,112.0,14,14.51,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106138,2016,Western,Rukungiri,Maize,Cereals,1.3,1.19,3.33,2.8,4,1149,3826170,2137041,1486724,38.86,0.63,152.81,522610,242.56,0.02,5.23,261.69,147.58,18.89,110,9,Milled Flour,54,75,103,80,101.0,40,10.58,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100041,2023,Northern,Lira,Rice,Cereals,3.77,2.93,7.47,2.55,8,4566,34108020,19542543,13866262,40.65,0.21,201.22,768660,958.19,0.17,170.36,1002.14,30.86,2.83,139,9,Husked Rice,18,38,117,54,112.0,22,4.1,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108045,2015,Eastern,Tororo,Cotton,Export Cash Crops,4.58,3.85,3.97,1.03,9,2218,8805460,4424163,3930017,44.63,2.85,3840.69,12443835,1347.61,0.1,139.99,1399.87,3700.7,71.74,104,14,Ginned Lint,29,39,99,58,77.0,50,10.25,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116881,2024,Northern,Kitgum,Cocoa,Export Cash Crops,8.09,6.28,6.85,1.09,7,14410,98708500,40483949,53338480,54.04,6.71,34908.04,135443195,5202.39,0.0,0.0,5302.05,34908.04,98.0,128,11,Semi-Processed Liquor,50,46,144,47,126.0,10,9.9,39.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106840,2024,Eastern,Tororo,Dairy/Milk,Livestock & Fisheries,0.5,0.44,2.93,6.66,2,1564,4582520,2528359,1845198,40.27,0.5,675.78,2622026,1351.57,0.08,104.26,1303.2,571.52,17.12,111,3,Pasteurized Milk,56,79,150,69,124.0,10,9.12,34.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106742,2018,Western,Mbarara,Beans,Legumes,3.66,3.59,5.85,1.63,7,3082,18029700,8644762,8699809,48.25,1.1,875.07,3255260,795.52,0.07,48.67,695.34,826.4,18.73,99,14,Canned/Packaged,77,71,115,61,102.0,31,7.6,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102287,2016,Central,Kampala,Soybeans,Legumes,1.16,0.99,1.48,1.49,6,2111,3124280,1389939,1590936,50.92,0.25,106.64,364708,426.58,0.08,32.08,401.0,74.56,16.66,83,11,Crushed Oil/Meal,57,73,133,77,85.0,28,9.18,46.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118417,2019,Eastern,Jinja,Sugarcane,Industrial Crops,3.49,2.98,161.66,54.25,3,169,27320540,10957910,15149598,55.45,14.39,6739.27,24935299,468.33,12.65,5447.98,430.67,1291.29,8.9,112,7,Refined Sugar,40,78,138,54,104.0,34,8.88,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102279,2015,Western,Kasese,Dairy/Milk,Livestock & Fisheries,16.78,15.1,72.63,4.81,45,1035,75172050,33995186,37993327,50.54,12.37,11264.74,36497757,910.65,5.21,4403.49,845.2,6861.25,17.03,97,88,UHT/Powder/Cheese,93,66,81,75,94.0,29,8.47,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101894,2018,Eastern,Kumi,Beef,Livestock & Fisheries,1.92,1.69,3.82,2.26,3,10754,41080280,18238114,18923107,46.06,0.11,381.24,1418212,3465.85,0.14,451.13,3222.34,-69.89,2.95,86,6,Chilled Prime Cuts,51,44,145,57,113.0,17,19.08,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111637,2021,Northern,Pader,Horticultural Products,Horticulture,7.03,5.65,53.79,9.52,6,3502,188372580,78668123,92600226,49.16,46.6,113233.34,405375357,2429.9,0.11,266.28,2420.72,112967.06,86.64,123,10,Fresh Cut Flowers,15,27,150,43,82.0,40,18.16,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115917,2024,Central,Mukono,Rice,Cereals,0.3,0.26,0.82,3.17,4,3597,2949540,1470228,1424008,48.28,0.03,36.0,139680,1200.06,0.01,11.95,1195.3,24.05,3.97,121,7,Milled White Rice,67,84,150,81,119.0,15,3.75,65.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118192,2020,Northern,Apac,Onions,Horticulture,2.12,1.87,28.84,15.42,4,2392,68985280,30460336,33723568,48.89,1.3,938.86,3492559,722.2,2.42,1799.46,743.58,-860.6,4.52,85,8,Dehydrated Powder,53,44,121,46,124.0,10,13.92,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108406,2022,Western,Ntungamo,Sweet Potatoes,Roots & Tubers,0.65,0.64,5.64,8.82,2,744,4196160,1658781,2401843,57.24,0.13,47.04,176400,361.81,0.01,3.15,314.55,43.89,2.22,132,6,Processed Puree,68,83,127,88,83.0,35,6.46,41.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105252,2024,Central,Lwengo,Rice,Cereals,0.3,0.29,0.82,2.83,2,4908,4024560,2110557,1853634,46.06,0.03,30.42,118029,1013.95,0.12,111.94,932.82,-81.52,3.07,125,3,Husked Rice,36,64,150,64,112.0,33,3.0,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-112011,2020,Central,Wakiso,Sugarcane,Industrial Crops,4.2,3.97,198.34,49.96,5,194,38477960,17577989,19164615,49.81,32.79,20528.51,76366057,626.06,6.96,4959.84,712.62,15568.67,16.53,87,12,Ethanol/Molasses,81,83,131,75,85.0,38,9.02,60.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111591,2019,Western,Hoima,Tobacco,Export Cash Crops,1.72,1.49,2.31,1.55,4,5421,12522510,5356977,6843704,54.65,2.02,6579.91,24345667,3257.38,0.15,418.9,2792.65,6161.01,87.45,101,12,Processed Cut Rag,85,66,109,67,126.0,10,5.14,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115088,2022,Eastern,Katakwi,Cassava,Roots & Tubers,1.85,1.76,20.49,11.64,5,551,11289990,4254812,5917468,52.41,0.34,79.93,299737,235.08,0.1,24.38,243.83,55.55,1.65,133,6,Dried Chips,55,60,150,57,83.0,50,19.8,55.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106746,2021,Eastern,Mayuge,Tomatoes,Horticulture,2.05,1.83,37.68,20.59,5,2229,83988720,34884705,43905113,52.28,0.77,476.16,1704652,618.39,14.41,8733.61,606.08,-8257.45,2.04,98,8,Fresh Produce,15,68,122,64,88.0,35,12.38,39.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-109372,2021,Western,Rukungiri,Soybeans,Legumes,9.7,8.89,13.07,1.47,15,2444,31943080,17131392,13703263,42.9,3.66,2275.39,8145896,621.69,4.0,2508.24,627.06,-232.85,28.01,107,22,Raw Seed,47,79,122,65,87.0,44,6.94,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101961,2021,Central,Mukono,Irish Potatoes,Roots & Tubers,6.03,5.31,43.75,8.24,12,1864,81550000,38426332,41721008,51.16,1.41,718.63,2572695,509.67,0.73,401.12,549.48,317.51,3.22,120,18,Crisps/Frozen Potato,40,95,128,78,96.0,32,3.44,63.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101202,2020,Western,Ibanda,Beans,Legumes,0.45,0.36,0.66,1.84,2,3415,2253900,952867,1161967,51.55,0.06,42.87,159476,714.5,0.02,14.73,736.34,28.14,9.72,99,3,Raw Sorted,37,78,129,81,109.0,25,12.34,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-105226,2016,Western,Bushenyi,Bananas,Roots & Tubers,1.78,1.43,20.01,13.99,6,579,11585790,5389159,5162599,44.56,0.58,210.86,721141,363.55,0.19,67.03,352.79,143.83,2.9,106,12,Puree/Flour/Wine,75,44,106,66,83.0,37,17.85,65.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102465,2018,Central,Kyenjojo,Bananas,Roots & Tubers,0.58,0.44,8.25,18.75,2,698,5758500,2399980,3108601,53.98,0.29,112.0,416640,386.19,0.02,7.44,371.77,104.56,3.5,112,3,Puree/Flour/Wine,74,70,124,64,105.0,37,8.68,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100036,2015,Eastern,Mayuge,Tomatoes,Horticulture,0.49,0.43,8.24,19.16,2,1876,15458240,8137731,7088635,45.86,0.64,366.09,1186131,572.01,0.84,524.34,624.22,-158.25,7.79,94,4,Fresh Produce,27,94,121,91,112.0,34,3.0,43.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111431,2018,Eastern,Soroti,Sugarcane,Industrial Crops,1.0,0.87,56.71,65.18,3,164,9300440,4047094,4886443,52.54,11.77,5743.88,21367233,488.01,0.29,148.31,511.42,5595.57,20.75,104,7,Ethanol/Molasses,93,58,94,82,124.0,15,7.89,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113451,2016,Western,Rubirizi,Beans,Legumes,0.34,0.33,0.35,1.05,1,2768,968800,438859,475591,49.09,0.04,24.39,83413,609.79,0.0,0.0,561.44,24.39,11.9,91,3,Raw Sorted,26,69,92,65,86.0,38,11.22,74.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118467,2017,Eastern,Soroti,Cotton,Export Cash Crops,3.78,3.7,3.18,0.86,9,2765,8792700,3333759,5003918,56.91,2.15,3442.26,12426558,1601.05,0.71,1048.63,1476.95,2393.63,67.63,104,14,Ginned Lint,35,74,105,54,110.0,10,10.35,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115009,2020,Eastern,Bugiri,Tobacco,Export Cash Crops,2.15,1.7,2.43,1.43,6,6012,14609160,7911830,6478192,44.34,2.2,7539.86,28048279,3427.21,0.08,237.61,2970.18,7302.25,90.53,117,12,Processed Cut Rag,72,77,127,71,106.0,32,3.0,59.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101480,2022,Eastern,Iganga,Beef,Livestock & Fisheries,0.5,0.44,0.83,1.88,2,14420,11968600,6419723,4654224,38.89,0.05,241.35,905062,4827.02,0.01,49.43,4943.39,191.92,5.49,101,6,Chilled Prime Cuts,61,54,150,45,102.0,27,14.95,62.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115975,2015,Eastern,Mayuge,Sweet Potatoes,Roots & Tubers,1.09,0.9,5.99,6.66,3,540,3234600,1690325,1258821,38.92,0.08,17.16,55598,214.45,0.05,11.11,222.28,6.05,1.4,103,6,Fresh Tuber,15,54,103,69,83.0,44,17.65,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111092,2019,Western,Kabale,Beans,Legumes,1.75,1.26,1.56,1.24,5,3471,5414760,2046834,3105580,57.35,0.21,168.52,623524,802.47,0.01,9.15,914.79,159.37,13.74,106,9,Canned/Packaged,61,60,123,55,114.0,10,9.69,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119901,2019,Northern,Moroto,Bananas,Roots & Tubers,1.8,1.53,21.99,14.37,3,732,16096680,9031959,5067927,31.48,1.21,453.59,1678283,374.87,0.27,112.62,417.1,340.97,5.51,98,5,Puree/Flour/Wine,46,24,121,48,112.0,25,24.81,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119683,2024,Western,Mbarara,Coffee,Export Cash Crops,9.74,8.65,16.95,1.96,17,8467,143515650,51823602,83045230,57.86,16.61,76963.43,298618108,4633.56,0.05,204.4,4087.9,76759.03,98.0,118,27,Secondary Processed,45,56,150,71,104.0,32,12.05,74.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-113464,2022,Central,Mukono,Maize,Cereals,8.87,7.67,22.55,2.94,16,1397,31502350,16472554,13194784,41.89,3.38,1185.26,4444725,350.67,1.75,605.39,345.94,579.87,14.99,112,31,Animal Feed Grade,86,69,150,69,111.0,39,11.65,48.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108253,2019,Eastern,Tororo,Maize,Cereals,3.14,2.77,5.1,1.84,8,1099,5604900,3231936,2170627,38.73,1.41,358.37,1325969,254.16,0.38,83.25,219.08,275.12,27.6,120,12,Raw Grain,21,70,129,64,129.0,10,7.22,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118376,2018,Eastern,Iganga,Coffee,Export Cash Crops,4.2,3.3,7.13,2.16,8,8189,58387570,21635840,34083418,58.37,5.6,16815.85,62554961,3002.83,0.01,32.34,3234.26,16783.51,78.54,95,12,Graded Raw,33,82,96,62,142.0,10,9.14,42.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115338,2023,Central,Mukono,Sorghum,Cereals,2.51,2.17,3.88,1.79,2,1772,6875360,3876748,2851135,41.47,0.46,171.55,655321,372.94,0.06,24.9,415.03,146.65,11.76,135,5,Raw Grain,31,77,145,60,104.0,29,4.29,45.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114768,2018,Central,Sembabule,Beans,Legumes,8.04,6.67,7.8,1.17,13,3074,23977200,11900232,11413998,47.6,0.8,593.5,2207820,741.88,0.01,7.84,784.07,585.66,10.29,110,22,Canned/Packaged,64,78,105,58,112.0,37,5.53,52.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104415,2015,Eastern,Kamuli,Beans,Legumes,5.38,4.45,6.72,1.51,13,2501,16806720,6933279,8794449,52.33,0.63,339.21,1099040,538.43,0.73,372.34,510.05,-33.13,9.37,78,17,Raw Sorted,15,51,111,58,107.0,18,12.84,66.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106621,2023,Central,Mubende,Tobacco,Export Cash Crops,7.24,6.92,9.76,1.41,15,6579,64211040,32539599,30249166,47.11,8.34,29129.87,111276103,3492.79,0.13,397.52,3057.83,28732.35,85.46,106,23,Processed Cut Rag,43,70,150,63,89.0,39,4.43,70.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-108931,2022,Northern,Oyam,Onions,Horticulture,8.77,7.52,89.34,11.88,16,2480,221563200,83145054,122188641,55.15,8.76,7019.39,26322712,801.3,12.77,11180.01,875.49,-4160.62,9.81,129,27,Fresh Bulb,54,35,136,36,92.0,30,14.65,50.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107752,2021,Central,Masaka,Beans,Legumes,1.23,1.13,1.73,1.53,3,3867,6689910,2909024,3340355,49.93,0.35,289.41,1036087,826.9,0.21,197.08,938.46,92.33,19.99,107,9,Canned/Packaged,55,96,134,69,95.0,30,13.17,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118147,2015,Eastern,Busia,Tomatoes,Horticulture,0.2,0.16,2.05,12.82,1,1977,4052850,1556548,2251915,55.56,0.08,50.46,163490,630.77,0.94,506.11,538.41,-455.65,4.1,99,3,Paste/Sauce,51,64,89,64,96.0,41,12.06,26.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118297,2020,Northern,Gulu,Bananas,Roots & Tubers,0.65,0.59,9.74,16.51,2,772,7519280,4106769,2710210,36.04,0.11,47.25,175770,429.58,0.01,4.11,410.69,43.14,1.08,94,4,Puree/Flour/Wine,58,35,121,27,109.0,16,18.68,40.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104311,2015,Western,Kasese,Maize,Cereals,2.18,1.85,4.22,2.28,5,1119,4722180,2479378,1882263,39.86,0.95,230.92,748180,243.07,0.22,57.74,262.46,173.18,22.51,105,9,Milled Flour,56,58,114,76,96.0,37,15.27,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104532,2018,Central,Luwero,Horticultural Products,Horticulture,0.2,0.16,0.98,6.12,1,3559,3487820,1660632,1641810,47.07,0.52,1194.51,4443577,2297.14,0.01,23.46,2345.71,1171.05,52.56,108,3,Chilled Fresh Produce,73,76,101,70,117.0,21,10.63,58.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-107595,2019,Western,Ntungamo,Irish Potatoes,Roots & Tubers,0.38,0.3,2.15,7.17,1,1567,3369050,1792801,1374611,40.8,0.13,65.72,243164,505.52,0.06,27.76,462.63,37.96,5.82,108,6,Crisps/Frozen Potato,76,63,120,48,98.0,26,11.97,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110716,2015,Western,Ibanda,Dairy/Milk,Livestock & Fisheries,2.05,1.58,6.56,4.15,5,1226,8042560,3047944,4569164,56.81,1.2,962.11,3117236,801.76,0.64,460.61,719.71,501.5,18.31,81,8,UHT/Powder/Cheese,63,53,92,51,81.0,56,10.58,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-118753,2015,Eastern,Kumi,Soybeans,Legumes,6.33,5.26,6.89,1.31,9,1931,13304590,5339286,7302735,54.89,1.29,548.29,1776459,425.03,1.58,608.55,385.16,-60.26,18.67,97,12,Raw Seed,15,66,98,72,107.0,24,9.96,28.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117491,2016,Northern,Nebbi,Coffee,Export Cash Crops,8.86,6.96,11.97,1.72,21,8327,99674190,46066492,41731518,41.87,9.94,27783.39,95019193,2795.11,0.31,949.3,3062.25,26834.09,83.03,98,34,Secondary Processed,52,40,122,41,83.0,49,23.83,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111729,2024,Northern,Yumbe,Cassava,Roots & Tubers,1.22,1.07,16.25,15.19,5,573,9311250,5193019,3277425,35.2,0.88,296.16,1149100,336.54,0.73,255.27,349.69,40.89,5.42,135,11,Dried Chips,63,44,150,42,112.0,21,18.06,22.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-115681,2018,Eastern,Bugiri,Onions,Horticulture,0.2,0.18,2.1,11.66,2,1982,4162200,2069844,1841375,44.24,0.26,158.58,589917,609.94,0.91,510.04,560.48,-351.46,12.57,109,3,Fresh Bulb,26,54,104,54,113.0,15,12.06,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-110620,2015,Northern,Kotido,Soybeans,Legumes,6.19,5.66,7.41,1.31,10,1760,13041600,6378434,5823286,44.65,1.32,571.65,1852146,433.07,0.25,118.14,472.54,453.51,17.76,85,15,Raw Seed,35,45,104,64,116.0,27,12.88,31.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-119078,2023,Central,Lwengo,Sweet Potatoes,Roots & Tubers,1.08,0.79,9.24,11.69,1,756,6985440,2610106,4270552,61.14,0.22,63.09,241003,286.75,0.12,35.25,293.75,27.84,2.35,128,3,Fresh Tuber,30,64,150,72,115.0,10,3.0,60.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-116892,2024,Western,Kasese,Irish Potatoes,Roots & Tubers,0.48,0.39,3.49,8.94,5,1851,6459990,3492944,2844629,44.03,0.31,184.93,717528,596.56,0.25,148.77,595.08,36.16,8.87,135,7,Fresh Tubers,15,68,150,65,121.0,10,3.79,71.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111072,2017,Western,Mbarara,Dairy/Milk,Livestock & Fisheries,6.64,5.46,33.09,6.06,16,1394,46127460,21350226,21264627,46.1,3.63,3131.53,11304823,862.68,0.14,118.06,843.25,3013.47,10.96,94,24,Pasteurized Milk,44,55,126,53,100.0,16,15.23,61.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100784,2021,Central,Kampala,Tea,Export Cash Crops,0.4,0.35,2.71,7.73,2,1616,4379360,1715112,2279959,52.06,2.28,4461.66,15972742,1956.87,0.01,16.71,1670.89,4444.95,84.22,96,5,Value-Added Blends,55,63,126,53,90.0,42,17.55,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-114118,2022,Northern,Yumbe,Tobacco,Export Cash Crops,5.7,5.1,7.8,1.53,11,6019,46948200,21825720,20444091,43.55,6.96,23208.54,87032025,3334.56,0.44,1502.24,3414.19,21706.3,89.27,111,18,Processed Cut Rag,34,37,139,15,88.0,44,19.93,33.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-111436,2022,Western,Kasese,Sweet Potatoes,Roots & Tubers,2.18,1.82,19.02,10.45,5,847,16109940,8025800,7324556,45.47,0.74,261.03,978862,352.74,0.01,3.27,326.79,257.76,3.89,125,9,Processed Puree,45,71,145,69,96.0,28,9.43,32.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-102077,2016,Western,Ntungamo,Beef,Livestock & Fisheries,0.52,0.51,1.02,2.0,3,12236,12480720,6797637,5043446,40.41,0.05,178.97,612077,3579.39,0.0,0.0,3586.5,178.97,4.49,86,7,Chilled Prime Cuts,56,69,84,54,83.0,55,10.25,69.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-104256,2020,Northern,Kitgum,Beans,Legumes,4.5,3.3,3.83,1.16,9,3179,12175570,6807059,4186871,34.39,0.7,552.8,2056415,789.72,0.39,317.78,814.82,235.02,18.3,109,16,Canned/Packaged,64,47,126,38,116.0,24,19.41,37.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-117894,2024,Western,Kamwenge,Groundnuts,Legumes,4.39,3.93,4.24,1.08,12,5296,22455040,10112636,11255580,50.12,0.54,655.01,2541438,1212.98,0.22,274.93,1249.68,380.08,12.7,127,16,Shelling Raw,20,62,150,58,110.0,24,9.68,51.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-106036,2015,Central,Wakiso,Maize,Cereals,0.3,0.24,0.47,1.95,1,920,432400,175363,220499,50.99,0.09,18.7,60588,207.81,0.02,4.48,223.76,14.22,19.3,97,5,Raw Grain,31,83,106,62,94.0,39,16.9,64.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100911,2016,Western,Bushenyi,Tobacco,Export Cash Crops,1.55,1.36,1.56,1.15,6,5123,7991880,3718681,3759321,47.04,1.23,3453.99,11812645,2808.12,0.03,91.69,3056.31,3362.3,78.8,98,11,Processed Cut Rag,64,60,89,57,83.0,44,12.86,88.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-103382,2021,Western,Hoima,Tobacco,Export Cash Crops,22.68,22.23,44.68,2.01,47,6806,304092080,140719874,149262333,49.08,35.69,128136.02,458726951,3590.25,0.13,436.2,3355.38,127699.82,79.87,110,79,Processed Cut Rag,61,83,128,70,108.0,22,9.28,30.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101952,2020,Eastern,Mbale,Tobacco,Export Cash Crops,1.76,1.67,2.27,1.36,4,5025,11406750,6406020,4234196,37.12,1.82,6151.29,22882798,3379.83,0.07,245.9,3512.88,5905.39,80.14,108,8,Processed Cut Rag,52,54,121,51,73.0,59,13.44,36.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-100157,2019,Central,Sembabule,Onions,Horticulture,0.2,0.15,1.8,12.03,3,2545,4581000,2274539,2208198,48.2,0.18,96.21,355977,534.52,0.34,177.32,521.52,-81.11,9.91,125,4,Fresh Bulb,39,69,87,76,124.0,14,4.29,77.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
UAB-101231,2018,Northern,Oyam,Rice,Cereals,3.11,2.7,7.51,2.78,6,3472,26074720,11089123,12246447,46.97,0.78,595.06,2213623,762.9,3.58,2480.22,692.8,-1885.16,10.35,111,9,Husked Rice,28,42,95,35,115.0,24,21.01,38.0,Synthetic,Modeled Calibration (UBOS/MAAIF/FAOSTAT/UN Comtrade/BOU Patterns)
